gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
Slc25a45	ENSMUSG00000024818.16	ENSMUST00000155697.8	319	867	1960	1185
Lactb2	ENSMUSG00000025937.7	ENSMUST00000027071.7	97	867	4494	963
Pabpn1l	ENSMUSG00000069867.4	ENSMUST00000212966.2	59	867	1113	925
Cd79b	ENSMUSG00000040592.12	ENSMUST00000044228.11	99	867	1431	965
Pgam5	ENSMUSG00000029500.17	ENSMUST00000112505.9	75	867	2098	941
Zfp42	ENSMUSG00000051176.7	ENSMUST00000211248.2	438	867	1837	1304
Asb8	ENSMUSG00000048175.14	ENSMUST00000123922.2	204	867	1162	1070
Pdcd1	ENSMUSG00000026285.9	ENSMUST00000027507.9	64	867	1933	930
Creg2	ENSMUSG00000050967.6	ENSMUST00000053355.6	535	867	6091	1401
Morf4l2	ENSMUSG00000031422.17	ENSMUST00000033797.13	461	867	1996	1327
Abhd17b	ENSMUSG00000047368.5	ENSMUST00000052556.5	73	867	2259	939
Cln8	ENSMUSG00000026317.8	ENSMUST00000027554.8	1125	867	6857	1991
Capza1b	ENSMUSG00000055357.9	ENSMUST00000068874.8	265	867	1230	1131
Foxe3	ENSMUSG00000044518.4	ENSMUST00000050940.4	1	867	867	867
Cdin1	ENSMUSG00000040282.14	ENSMUST00000166472.8	170	864	2770	1033
Slc25a10	ENSMUSG00000025792.10	ENSMUST00000026899.4	148	864	2023	1011
Tmem71	ENSMUSG00000036944.7	ENSMUST00000048372.7	418	864	2988	1281
Alkbh3	ENSMUSG00000040174.15	ENSMUST00000111240.8	197	864	1395	1060
Acbd4	ENSMUSG00000056938.18	ENSMUST00000107040.10	560	864	1959	1423
Trnau1ap	ENSMUSG00000028898.16	ENSMUST00000030730.14	160	864	1130	1023
Gm49804	ENSMUSG00000117338.2	ENSMUST00000233710.2	20	864	891	883
Btbd19	ENSMUSG00000073771.12	ENSMUST00000183310.2	205	864	1620	1068
Snrpa	ENSMUSG00000061479.16	ENSMUST00000080356.10	304	864	1365	1167
Marchf2	ENSMUSG00000079557.12	ENSMUST00000186022.7	153	864	2470	1016
Aspdh	ENSMUSG00000038704.13	ENSMUST00000035929.11	82	864	1017	945
Stoml3	ENSMUSG00000027744.5	ENSMUST00000029307.4	67	864	1780	930
Upk3a	ENSMUSG00000022435.7	ENSMUST00000023070.7	80	864	1093	943
H2-Eb1	ENSMUSG00000060586.12	ENSMUST00000074557.11	1	864	1171	864
Vgll4	ENSMUSG00000030315.16	ENSMUST00000032459.14	424	864	2028	1287
Pou2af2	ENSMUSG00000036027.14	ENSMUST00000238450.3	108	864	1332	971
H2-Eb2	ENSMUSG00000067341.7	ENSMUST00000050325.10	28	864	3392	891
Nrbf2	ENSMUSG00000075000.12	ENSMUST00000077839.13	180	864	1813	1043
Stx11	ENSMUSG00000039232.13	ENSMUST00000042861.7	404	864	4173	1267
Rfpl4	ENSMUSG00000035191.16	ENSMUST00000045215.9	284	864	1598	1147
Dlx3	ENSMUSG00000001510.9	ENSMUST00000092768.7	204	864	2607	1067
Kctd14	ENSMUSG00000051727.15	ENSMUST00000206658.2	163	864	2339	1026
Snai3	ENSMUSG00000006587.7	ENSMUST00000006762.7	120	864	1628	983
2810459M11Rik	ENSMUSG00000026227.12	ENSMUST00000165824.3	101	864	3331	964
C1ql2	ENSMUSG00000036907.12	ENSMUST00000037286.12	536	864	1999	1399
Capza2	ENSMUSG00000015733.14	ENSMUST00000015877.14	140	861	2537	1000
Capza1	ENSMUSG00000070372.12	ENSMUST00000094028.10	128	861	3193	988
Haao	ENSMUSG00000000673.10	ENSMUST00000000687.9	34	861	1381	894
Rnf170	ENSMUSG00000013878.19	ENSMUST00000014022.15	278	861	3929	1138
Cenpp	ENSMUSG00000021391.11	ENSMUST00000021818.9	97	861	1144	957
Fbxo17	ENSMUSG00000030598.16	ENSMUST00000032818.13	436	861	1958	1296
Ifi35	ENSMUSG00000010358.14	ENSMUST00000010502.13	196	861	1362	1056
Fbxo45	ENSMUSG00000035764.6	ENSMUST00000042732.6	348	861	4179	1208
Zfp637	ENSMUSG00000059689.16	ENSMUST00000112860.2	188	861	1231	1048
Hoxb13	ENSMUSG00000049604.4	ENSMUST00000062709.4	128	861	2206	988
1700013G24Rik	ENSMUSG00000041399.4	ENSMUST00000048893.4	123	861	1048	983
Tmem158	ENSMUSG00000054871.6	ENSMUST00000068140.6	220	861	1712	1080
Gm4301	ENSMUSG00000094314.6	ENSMUST00000186197.5	31	861	914	891
Gm4307	ENSMUSG00000096744.2	ENSMUST00000177945.2	28	861	910	888
Gm4303	ENSMUSG00000112931.2	ENSMUST00000218922.2	28	861	910	888
Gm4305	ENSMUSG00000112856.2	ENSMUST00000219159.2	28	861	910	888
Gm4308	ENSMUSG00000095673.3	ENSMUST00000179735.3	1	861	861	861
Gm4312	ENSMUSG00000096640.5	ENSMUST00000190264.3	1	861	861	861
Isy1	ENSMUSG00000030056.9	ENSMUST00000089497.7	153	858	5837	1010
Miox	ENSMUSG00000022613.9	ENSMUST00000023282.9	106	858	1130	963
Tpm3	ENSMUSG00000027940.19	ENSMUST00000119570.8	84	858	2233	941
Rnaseh1	ENSMUSG00000020630.10	ENSMUST00000020959.9	88	858	1455	945
Agpat1	ENSMUSG00000034254.18	ENSMUST00000037489.15	321	858	2190	1178
Mbd3	ENSMUSG00000035478.15	ENSMUST00000092295.10	320	858	1662	1177
Cnot7	ENSMUSG00000031601.17	ENSMUST00000034012.10	311	858	2615	1168
Ddah2	ENSMUSG00000007039.13	ENSMUST00000007255.13	301	858	1342	1158
Timmdc1	ENSMUSG00000002846.10	ENSMUST00000002925.6	130	858	1573	987
Birc7	ENSMUSG00000038840.8	ENSMUST00000108875.2	125	858	1178	982
Vstm2b	ENSMUSG00000039257.12	ENSMUST00000044705.12	637	858	2627	1494
Ddah1	ENSMUSG00000028194.16	ENSMUST00000029845.15	188	858	3764	1045
Sult2a5	ENSMUSG00000078799.6	ENSMUST00000108525.4	79	858	1046	936
Sult2a1	ENSMUSG00000078798.5	ENSMUST00000108522.5	54	858	1020	911
Sult2a3	ENSMUSG00000074375.4	ENSMUST00000098809.4	52	858	1018	909
Sult2a6	ENSMUSG00000070810.11	ENSMUST00000076576.7	38	858	961	895
Gtpbp8	ENSMUSG00000022668.11	ENSMUST00000162512.8	27	858	3415	884
Sult2a4	ENSMUSG00000074377.13	ENSMUST00000108520.4	17	858	984	874
Nmnat1	ENSMUSG00000028992.14	ENSMUST00000105693.2	324	858	1378	1181
Golph3l	ENSMUSG00000046519.17	ENSMUST00000177390.8	208	858	2836	1065
Iyd	ENSMUSG00000019762.5	ENSMUST00000019896.5	57	858	1579	914
Gm7030	ENSMUSG00000092243.9	ENSMUST00000046131.16	11	858	913	868
Slamf9	ENSMUSG00000026548.5	ENSMUST00000027830.5	140	858	1313	997
Vps37b	ENSMUSG00000066278.7	ENSMUST00000040967.9	59	858	2522	916
Hoxa4	ENSMUSG00000000942.11	ENSMUST00000101395.3	66	858	1594	923
Bcdin3d	ENSMUSG00000037525.6	ENSMUST00000040313.6	39	858	1276	896
Neurl2	ENSMUSG00000039873.5	ENSMUST00000042775.5	17	858	1014	874
Tspan17	ENSMUSG00000025875.15	ENSMUST00000131692.9	193	856	1048	1048
Dnase1	ENSMUSG00000005980.16	ENSMUST00000120009.8	273	855	1286	1127
Cuedc2	ENSMUSG00000036748.17	ENSMUST00000167861.8	211	855	1941	1065
Nipsnap1	ENSMUSG00000034285.16	ENSMUST00000038570.9	56	855	1926	910
Tpm2	ENSMUSG00000028464.17	ENSMUST00000107914.10	242	855	1164	1096
Use1	ENSMUSG00000002395.15	ENSMUST00000110053.9	190	855	1064	1044
Asgr1	ENSMUSG00000020884.16	ENSMUST00000018699.13	154	855	1259	1008
Vdac3	ENSMUSG00000008892.13	ENSMUST00000179233.2	133	855	1423	987
Reep1	ENSMUSG00000052852.9	ENSMUST00000212792.2	101	855	3339	955
Kcnip3	ENSMUSG00000079056.13	ENSMUST00000028850.15	31	855	2728	885
Gpn3	ENSMUSG00000029464.11	ENSMUST00000031420.11	159	855	1592	1013
2410002F23Rik	ENSMUSG00000045411.17	ENSMUST00000188111.7	487	855	2131	1341
Fhl5	ENSMUSG00000028259.14	ENSMUST00000108204.2	247	855	1171	1101
Sult4a1	ENSMUSG00000018865.10	ENSMUST00000082365.6	156	855	2383	1010
Star	ENSMUSG00000031574.9	ENSMUST00000033979.6	96	855	4046	950
Pip4p1	ENSMUSG00000035953.15	ENSMUST00000160835.9	75	855	2755	929
Stom	ENSMUSG00000026880.12	ENSMUST00000028241.7	58	855	2787	912
Plpp1	ENSMUSG00000021759.15	ENSMUST00000016144.12	418	855	1598	1272
Prss57	ENSMUSG00000020323.15	ENSMUST00000169684.2	194	855	2841	1048
Icmt	ENSMUSG00000039662.17	ENSMUST00000048892.14	148	855	4919	1002
Magea14	ENSMUSG00000031118.9	ENSMUST00000033449.8	342	855	1454	1196
Ppp1r3b	ENSMUSG00000046794.10	ENSMUST00000211648.2	261	855	4386	1115
Tlx2	ENSMUSG00000068327.6	ENSMUST00000089641.6	215	855	1236	1069
Zdhhc24	ENSMUSG00000006463.14	ENSMUST00000006632.8	78	855	2558	932
Six1	ENSMUSG00000051367.9	ENSMUST00000050029.8	754	855	3316	1608
Pdx1	ENSMUSG00000029644.8	ENSMUST00000085591.7	281	855	2158	1135
Prr32	ENSMUSG00000037086.4	ENSMUST00000040002.4	109	855	1110	963
Tmem200b	ENSMUSG00000070720.5	ENSMUST00000238733.2	107	855	961	961
Gm4553	ENSMUSG00000090471.3	ENSMUST00000210925.2	51	855	1044	905
Fam122a	ENSMUSG00000074922.2	ENSMUST00000099556.2	1	855	855	855
Spib	ENSMUSG00000008193.14	ENSMUST00000098483.9	1	853	853	853
Ccnc	ENSMUSG00000028252.21	ENSMUST00000102997.8	159	852	3365	1010
Haghl	ENSMUSG00000061046.10	ENSMUST00000077938.10	333	852	1405	1184
Mtap	ENSMUSG00000062937.8	ENSMUST00000058030.10	371	852	2797	1222
Tspan33	ENSMUSG00000001763.15	ENSMUST00000046750.14	222	852	1994	1073
Cela3a	ENSMUSG00000078520.4	ENSMUST00000024200.7	33	852	958	884
Kctd15	ENSMUSG00000030499.10	ENSMUST00000032709.3	357	852	2480	1208
Uck1	ENSMUSG00000002550.17	ENSMUST00000002625.15	126	852	2005	977
Ifi27l2b	ENSMUSG00000021208.10	ENSMUST00000044687.7	65	852	1093	916
Rarres1	ENSMUSG00000049404.8	ENSMUST00000054825.5	109	852	1325	960
Vtcn1	ENSMUSG00000051076.9	ENSMUST00000054791.9	101	852	2622	952
Cfap77	ENSMUSG00000079502.9	ENSMUST00000189711.7	32	852	1759	883
Idi1	ENSMUSG00000058258.16	ENSMUST00000169314.9	360	852	3027	1211
Barx2	ENSMUSG00000032033.12	ENSMUST00000116615.5	372	852	1968	1223
Mettl11b	ENSMUSG00000040113.15	ENSMUST00000159679.8	178	852	1790	1029
Mrpl46	ENSMUSG00000030612.7	ENSMUST00000032841.7	62	852	1134	913
Atf5	ENSMUSG00000038539.16	ENSMUST00000047356.11	374	852	1816	1225
Tmem53	ENSMUSG00000048772.16	ENSMUST00000106434.8	33	852	923	884
Gm8882	ENSMUSG00000030143.8	ENSMUST00000080849.6	28	852	1240	879
Fam78a	ENSMUSG00000050592.9	ENSMUST00000056406.7	878	852	4107	1729
Zfp691	ENSMUSG00000045268.14	ENSMUST00000052715.10	821	852	2341	1672
Gja6	ENSMUSG00000055691.6	ENSMUST00000069417.6	199	852	2017	1050
Gjb1	ENSMUSG00000047797.15	ENSMUST00000119190.2	124	852	1585	975
Peg12	ENSMUSG00000070526.3	ENSMUST00000094339.3	164	852	2640	1015
Hdgfl1	ENSMUSG00000045835.6	ENSMUST00000055915.6	78	852	1993	929
Dhrs2	ENSMUSG00000022209.13	ENSMUST00000022820.12	233	849	1268	1081
Acbd6	ENSMUSG00000033701.14	ENSMUST00000035560.9	517	849	5592	1365
Sdhb	ENSMUSG00000009863.15	ENSMUST00000010007.9	203	849	1142	1051
Tra2a	ENSMUSG00000029817.12	ENSMUST00000031841.9	158	849	1799	1006
Mlf1	ENSMUSG00000048416.16	ENSMUST00000061322.10	69	849	1113	917
Sult2a8	ENSMUSG00000030378.16	ENSMUST00000063509.11	277	849	2143	1125
Vstm2a	ENSMUSG00000048834.17	ENSMUST00000109647.3	206	849	1745	1054
Armc1	ENSMUSG00000027599.10	ENSMUST00000029125.10	195	849	3673	1043
Mettl6	ENSMUSG00000021891.9	ENSMUST00000055303.5	283	849	3946	1131
Lix1	ENSMUSG00000047786.13	ENSMUST00000115576.3	274	849	3116	1122
Naxe	ENSMUSG00000028070.8	ENSMUST00000029708.8	6	849	908	854
Ankrd45	ENSMUSG00000044835.16	ENSMUST00000052245.9	1	849	849	849
Siah1b	ENSMUSG00000040749.12	ENSMUST00000037928.9	406	849	1783	1254
Oaf	ENSMUSG00000032014.7	ENSMUST00000034512.7	339	849	2526	1187
Hes1	ENSMUSG00000022528.9	ENSMUST00000023171.8	252	849	1468	1100
Cdx4	ENSMUSG00000031326.3	ENSMUST00000033689.3	163	849	1963	1011
Lbx1	ENSMUSG00000025216.10	ENSMUST00000099401.6	586	849	2484	1434
Inka1	ENSMUSG00000042106.6	ENSMUST00000048568.6	133	849	1025	981
Siah1a	ENSMUSG00000036840.6	ENSMUST00000045296.6	121	849	1968	969
Ado	ENSMUSG00000057134.8	ENSMUST00000249458.1	218	849	4558	1066
Gm20695	ENSMUSG00000093575.2	ENSMUST00000176233.2	166	847	1012	1012
Bud23	ENSMUSG00000005378.18	ENSMUST00000085984.11	258	846	1516	1103
Nipsnap2	ENSMUSG00000029432.13	ENSMUST00000186265.6	47	846	1600	892
Dph5	ENSMUSG00000033554.18	ENSMUST00000189799.7	345	846	1558	1190
Elovl7	ENSMUSG00000021696.10	ENSMUST00000022207.10	166	846	4013	1011
Rhox7a	ENSMUSG00000071767.5	ENSMUST00000096454.2	138	846	983	983
Hus1	ENSMUSG00000020413.12	ENSMUST00000020683.10	82	846	4640	927
Bend6	ENSMUSG00000042182.17	ENSMUST00000062289.11	340	846	2487	1185
Mapre3	ENSMUSG00000029166.15	ENSMUST00000031058.15	266	846	2021	1111
2810004N23Rik	ENSMUSG00000031984.9	ENSMUST00000034465.9	149	846	2340	994
Rab40c	ENSMUSG00000025730.15	ENSMUST00000026826.14	107	846	2466	952
Eapp	ENSMUSG00000054302.16	ENSMUST00000163433.8	101	846	2658	946
Havcr2	ENSMUSG00000020399.15	ENSMUST00000020668.15	67	846	2721	912
Rdm1	ENSMUSG00000010362.10	ENSMUST00000010506.10	28	846	1124	873
Nsl1	ENSMUSG00000062510.13	ENSMUST00000078259.8	9	846	4879	854
Cdv3	ENSMUSG00000032803.16	ENSMUST00000035484.11	473	846	3387	1318
Rrp15	ENSMUSG00000001305.6	ENSMUST00000001339.6	51	846	1321	896
Zdhhc12	ENSMUSG00000015335.17	ENSMUST00000081838.7	48	846	1187	893
Mfap4	ENSMUSG00000042436.13	ENSMUST00000040522.7	20	846	939	865
C1qtnf1	ENSMUSG00000017446.15	ENSMUST00000017590.9	75	846	2532	920
Ermn	ENSMUSG00000026830.10	ENSMUST00000090940.6	149	846	3635	994
Ing2	ENSMUSG00000063049.5	ENSMUST00000080353.3	479	846	2812	1324
Cebpe	ENSMUSG00000052435.8	ENSMUST00000064290.8	217	846	1241	1062
Dapp1	ENSMUSG00000028159.15	ENSMUST00000029806.13	127	843	3083	969
Gm3002	ENSMUSG00000096793.9	ENSMUST00000249379.1	174	843	2073	1016
Nsmce1	ENSMUSG00000030750.14	ENSMUST00000033006.14	154	843	1120	996
Klra7	ENSMUSG00000067599.14	ENSMUST00000032286.7	131	843	1042	973
Cpsf4l	ENSMUSG00000018727.20	ENSMUST00000100248.6	38	843	1375	880
Hax1	ENSMUSG00000027944.14	ENSMUST00000079724.9	118	843	1139	960
Vsig4	ENSMUSG00000044206.4	ENSMUST00000050707.3	71	843	1432	913
Rrp7a	ENSMUSG00000018040.10	ENSMUST00000018184.10	68	843	4363	910
Aadacl2fm1	ENSMUSG00000036951.3	ENSMUST00000049476.3	727	843	2789	1569
Odf3	ENSMUSG00000025482.12	ENSMUST00000106049.2	455	843	1509	1297
Lamp5	ENSMUSG00000027270.15	ENSMUST00000057503.7	387	843	1955	1229
Rad1	ENSMUSG00000022248.15	ENSMUST00000022856.15	314	843	1514	1156
Cgref1	ENSMUSG00000029161.9	ENSMUST00000031051.9	252	843	1442	1094
Ankrd7	ENSMUSG00000029517.14	ENSMUST00000115396.7	134	843	1157	976
Sap25	ENSMUSG00000079165.11	ENSMUST00000177466.8	81	843	1005	923
Fbxo27	ENSMUSG00000037463.15	ENSMUST00000108281.8	153	843	1948	995
4933416I08Rik	ENSMUSG00000079593.12	ENSMUST00000129769.9	147	843	1249	989
Yrdc	ENSMUSG00000028889.18	ENSMUST00000102628.11	97	843	1634	939
Phox2a	ENSMUSG00000007946.12	ENSMUST00000008090.11	186	843	1609	1028
Tmem119	ENSMUSG00000054675.6	ENSMUST00000067853.6	233	843	2242	1075
Rasd1	ENSMUSG00000049892.8	ENSMUST00000062405.8	140	843	1611	982
Rpp38	ENSMUSG00000049950.7	ENSMUST00000062672.7	128	843	1042	970
Hoxc12	ENSMUSG00000050328.3	ENSMUST00000055562.3	97	843	1031	939
2310050C09Rik	ENSMUSG00000090314.3	ENSMUST00000163439.3	63	843	1078	905
Rnf186	ENSMUSG00000070661.8	ENSMUST00000239443.2	40	843	1254	882
Gm18596	ENSMUSG00000112864.2	ENSMUST00000218133.2	1	843	843	843
Tnip3	ENSMUSG00000044162.13	ENSMUST00000212375.2	21	840	1543	860
Cd74	ENSMUSG00000024610.16	ENSMUST00000167610.2	79	840	1345	918
Elovl1	ENSMUSG00000006390.16	ENSMUST00000167636.8	112	840	1340	951
Dhrs4	ENSMUSG00000022210.8	ENSMUST00000022821.8	146	840	1392	985
Smug1	ENSMUSG00000036061.11	ENSMUST00000229371.2	680	840	3882	1519
2010106E10Rik	ENSMUSG00000025528.11	ENSMUST00000113412.3	73	840	1276	912
Fhl2	ENSMUSG00000008136.15	ENSMUST00000185893.2	358	840	1421	1197
Tprg	ENSMUSG00000048399.5	ENSMUST00000056087.4	216	840	1084	1055
Prss29	ENSMUSG00000034039.9	ENSMUST00000024993.9	165	840	1181	1004
Xpa	ENSMUSG00000028329.14	ENSMUST00000058232.11	92	840	1241	931
C1qbp	ENSMUSG00000018446.9	ENSMUST00000078528.7	77	840	1175	916
Fam151b	ENSMUSG00000034334.9	ENSMUST00000040106.9	62	840	1152	901
Stmnd1	ENSMUSG00000063529.4	ENSMUST00000076622.4	98	840	1363	937
Ppp1r3e	ENSMUSG00000072494.8	ENSMUST00000177403.2	248	840	1957	1087
Fasl	ENSMUSG00000000817.11	ENSMUST00000000834.4	211	840	1937	1050
Mmachc	ENSMUSG00000028690.5	ENSMUST00000030453.5	89	840	2106	928
Fhl4	ENSMUSG00000050035.8	ENSMUST00000216889.2	926	840	1860	1765
Ing1	ENSMUSG00000045969.9	ENSMUST00000054399.6	845	840	2814	1684
Mblac2	ENSMUSG00000051098.7	ENSMUST00000057598.7	189	840	3957	1028
Plekhf1	ENSMUSG00000074170.6	ENSMUST00000098513.6	93	840	5263	932
Ppp1r3d	ENSMUSG00000049999.5	ENSMUST00000058678.5	266	840	3267	1105
Zdhhc25	ENSMUSG00000054117.9	ENSMUST00000066949.9	163	840	1368	1002
Nsmce3	ENSMUSG00000070520.5	ENSMUST00000094331.5	80	840	5946	919
V1ra8	ENSMUSG00000062546.6	ENSMUST00000078371.6	32	840	3081	871
Rpl7	ENSMUSG00000043716.14	ENSMUST00000149566.2	1	838	838	838
Egfl7	ENSMUSG00000026921.21	ENSMUST00000238951.2	311	837	1389	1147
Bpifa1	ENSMUSG00000027483.8	ENSMUST00000028985.8	60	837	1106	896
M6pr	ENSMUSG00000007458.15	ENSMUST00000112610.2	473	837	2539	1309
Dnase1l2	ENSMUSG00000024136.15	ENSMUST00000088506.12	116	837	1921	952
Tmx1	ENSMUSG00000021072.13	ENSMUST00000021471.13	75	837	2795	911
Tipin	ENSMUSG00000032397.8	ENSMUST00000034964.7	53	837	1211	889
Gpm6a	ENSMUSG00000031517.9	ENSMUST00000033915.9	437	837	3215	1273
Atp1b3	ENSMUSG00000032412.9	ENSMUST00000034983.7	289	837	1994	1125
Prl8a8	ENSMUSG00000021346.15	ENSMUST00000224072.2	147	837	1128	983
Iqcf3	ENSMUSG00001074846.1	ENSMUST00010181659.1	54	837	943	890
Colec11	ENSMUSG00000036655.9	ENSMUST00000220836.2	51	837	887	887
Marchf5	ENSMUSG00000023307.15	ENSMUST00000024078.15	328	837	1809	1164
Tmem45b	ENSMUSG00000041737.9	ENSMUST00000048050.9	314	837	1799	1150
Pianp	ENSMUSG00000030329.12	ENSMUST00000032479.11	302	837	2250	1138
Cd200	ENSMUSG00000022661.15	ENSMUST00000163230.8	187	837	2347	1023
Klk10	ENSMUSG00000030693.11	ENSMUST00000014058.11	149	837	1373	985
Agpat2	ENSMUSG00000026922.14	ENSMUST00000028286.12	123	837	1489	959
Rab40b	ENSMUSG00000025170.14	ENSMUST00000106107.3	113	837	1861	949
Asb13	ENSMUSG00000033781.8	ENSMUST00000042288.8	102	837	4453	938
Slamf8	ENSMUSG00000053318.8	ENSMUST00000065679.8	137	837	1659	973
Ttpa	ENSMUSG00000073988.14	ENSMUST00000098244.2	13	837	3053	849
Lyl1	ENSMUSG00000034041.6	ENSMUST00000037165.6	469	837	1714	1305
Msantd1	ENSMUSG00000051246.4	ENSMUST00000050535.2	1682	837	2793	2518
Xrcc2	ENSMUSG00000028933.12	ENSMUST00000030773.12	110	837	3247	946
Swsap1	ENSMUSG00000051238.7	ENSMUST00000053583.7	8	837	1838	844
ENSMUSG00000095505	ENSMUSG00000095505.2	ENSMUST00000178335.2	1	837	837	837
ENSMUSG00000094791	ENSMUSG00000094791.2	ENSMUST00000179677.2	1	837	837	837
Pom121l12	ENSMUSG00000084135.5	ENSMUST00000117584.3	21	837	1039	857
Nfilz	ENSMUSG00000117495.3	ENSMUST00000234517.3	1	837	837	837
Gm6657	ENSMUSG00000099418.4	ENSMUST00000211288.3	199	834	1091	1032
Rsu1	ENSMUSG00000026727.11	ENSMUST00000028059.9	220	834	1546	1053
Impa1	ENSMUSG00000027531.17	ENSMUST00000065938.15	122	834	4185	955
Psmb7	ENSMUSG00000026750.7	ENSMUST00000028083.6	186	834	1160	1019
Cops7a	ENSMUSG00000030127.16	ENSMUST00000112439.9	181	834	1328	1014
Ubxn8	ENSMUSG00000052906.8	ENSMUST00000095349.6	31	834	2808	864
Plp1	ENSMUSG00000031425.16	ENSMUST00000033800.13	244	834	4699	1077
Casp3	ENSMUSG00000031628.10	ENSMUST00000211115.2	227	834	2601	1060
Dguok	ENSMUSG00000014554.14	ENSMUST00000014698.10	81	834	1107	914
Prss33	ENSMUSG00000049620.10	ENSMUST00000059906.8	22	834	1373	855
Colec10	ENSMUSG00000038591.4	ENSMUST00000036737.4	5	834	4587	838
Rspo3	ENSMUSG00000019880.11	ENSMUST00000092623.5	540	834	3085	1373
Ccdc117	ENSMUSG00000020482.5	ENSMUST00000020776.5	130	834	3372	963
Ubxn10	ENSMUSG00000043621.14	ENSMUST00000105810.8	479	834	3304	1312
Icam2	ENSMUSG00000001029.16	ENSMUST00000001055.15	298	834	1282	1131
Odf3l2	ENSMUSG00000035963.9	ENSMUST00000095464.3	46	834	1248	879
Nkx6-2	ENSMUSG00000041309.18	ENSMUST00000106095.3	252	834	1299	1085
Cbr1	ENSMUSG00000051483.10	ENSMUST00000039659.9	130	834	1237	963
Cbr3	ENSMUSG00000022947.9	ENSMUST00000039620.7	111	834	1170	944
Batf2	ENSMUSG00000039699.15	ENSMUST00000045042.8	77	834	1391	910
Gm5678	ENSMUSG00000082815.3	ENSMUST00000120115.3	1	834	939	834
Gjd3	ENSMUSG00000047197.2	ENSMUST00000062931.2	1	834	837	834
Gm9736	ENSMUSG00000112380.2	ENSMUST00000219969.2	1	834	834	834
Gm49369	ENSMUSG00000110040.2	ENSMUST00000133843.8	1	833	833	833
Exosc8	ENSMUSG00000027752.16	ENSMUST00000029316.16	370	831	1300	1200
Scgn	ENSMUSG00000021337.9	ENSMUST00000021770.8	182	831	1412	1012
Cmss1	ENSMUSG00000022748.9	ENSMUST00000114371.5	121	831	1150	951
Nit2	ENSMUSG00000022751.10	ENSMUST00000023432.10	46	831	1286	876
Tango2	ENSMUSG00000013539.15	ENSMUST00000115628.10	187	831	1622	1017
Phf11b	ENSMUSG00000091649.4	ENSMUST00000166121.4	37	831	1184	867
Tlcd4	ENSMUSG00000028132.16	ENSMUST00000128909.8	722	831	6696	1552
Ctdspl	ENSMUSG00000047409.14	ENSMUST00000073109.12	410	831	4589	1240
Tnfrsf14	ENSMUSG00000042333.17	ENSMUST00000219534.3	32	831	1173	862
Flt3l	ENSMUSG00000110206.2	ENSMUST00000210197.2	4	831	834	834
Aurkc	ENSMUSG00000070837.7	ENSMUST00000208049.2	425	831	1401	1255
Gnpda2	ENSMUSG00000029209.16	ENSMUST00000031117.13	173	831	1894	1003
Casp6	ENSMUSG00000027997.10	ENSMUST00000029626.9	96	831	1456	926
Gm3685	ENSMUSG00000094021.9	ENSMUST00000249455.1	1588	831	2670	2418
Psmb8	ENSMUSG00000024338.16	ENSMUST00000025196.9	610	831	1628	1440
Upk3b	ENSMUSG00000042985.8	ENSMUST00000062606.8	307	831	3530	1137
Klk13	ENSMUSG00000054046.8	ENSMUST00000066834.8	178	831	1809	1008
Klk11	ENSMUSG00000067616.12	ENSMUST00000080211.12	156	831	1312	986
1700012B07Rik	ENSMUSG00000020617.14	ENSMUST00000106674.8	142	831	2035	972
Plpp2	ENSMUSG00000052151.13	ENSMUST00000063879.13	122	831	1654	952
Cnpy3	ENSMUSG00000023973.14	ENSMUST00000059844.13	92	831	1908	922
Tpsb2	ENSMUSG00000033825.11	ENSMUST00000234477.2	40	831	1118	870
Mtif3	ENSMUSG00000016510.12	ENSMUST00000016654.9	227	831	2131	1057
Arl14ep	ENSMUSG00000027122.16	ENSMUST00000028536.13	218	831	3337	1048
Fbxo44	ENSMUSG00000029001.16	ENSMUST00000151127.8	132	831	1403	962
Rsph9	ENSMUSG00000023966.9	ENSMUST00000024762.3	69	831	966	899
Ccnb1ip1	ENSMUSG00000071470.5	ENSMUST00000095932.5	114	831	1509	944
Mad2l1bp	ENSMUSG00000034509.10	ENSMUST00000171172.3	57	831	1272	887
Sox21	ENSMUSG00000061517.9	ENSMUST00000170662.2	1396	831	3799	2226
Hus1b	ENSMUSG00000076430.2	ENSMUST00000102943.2	86	831	1187	916
Gm715	ENSMUSG00000082226.5	ENSMUST00000117865.3	12	831	1210	842
Tlcd3b	ENSMUSG00000058966.14	ENSMUST00000205324.2	372	828	1915	1199
Tmem106b	ENSMUSG00000029571.15	ENSMUST00000031556.14	232	828	6002	1059
Slbp	ENSMUSG00000004642.14	ENSMUST00000057551.14	322	828	1906	1149
Atg5	ENSMUSG00000038160.8	ENSMUST00000039286.5	286	828	2352	1113
Necap1	ENSMUSG00000030327.9	ENSMUST00000032477.6	96	828	2476	923
Clec12b	ENSMUSG00000030158.13	ENSMUST00000112082.9	100	828	1335	927
Nubp2	ENSMUSG00000039183.7	ENSMUST00000044252.7	43	828	1427	870
Pef1	ENSMUSG00000028779.17	ENSMUST00000118199.8	435	828	1915	1262
Cacng5	ENSMUSG00000040373.13	ENSMUST00000039071.3	197	828	3705	1024
Tnfaip6	ENSMUSG00000053475.6	ENSMUST00000065927.6	168	828	1710	995
